gkg_record_id,date,source,document_url,headline,retrieval_bucket,human_label,notes
20240114081500-454,20240114081500,etfdailynews.com,https://www.etfdailynews.com/2024/01/14/reviewing-open-text-nasdaqotex-dhc-acquisition-nasdaqdhca/,Reviewing Open Text (NASDAQ:OTEX) & DHC Acquisition (NASDAQ:DHCA),NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114081500-112,20240114081500,news18.com,https://www.news18.com/business/mcap-of-five-of-top-10-most-valued-firms-jumps-rs-1-99-lakh-crore-reliance-shines-8739658.html,Mcap of Five of Top-10 Most-Valued Firms Jumps Rs 1.99 Lakh Crore; Reliance Shines,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114083000-665,20240114083000,businesstoday.in,https://www.businesstoday.in/visualstories/stock/hot-stocks-for-next-week-tcs-dhampur-sugar-tata-coffee-sbc-exports-and-more-88380-14-01-2024,"Hot stocks for next week: TCS, Dhampur Sugar, Tata Coffee, SBC Exports and more",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240114084500-640,20240114084500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/mcap-of-five-of-top-10-most-valued-firms-jumps-199-lakh-cr-reliance-shines/article67740195.ece,Mcap of five of top-10 most-valued firms jumps ₹1.99 lakh cr; Reliance shines,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114090000-383,20240114090000,orissapost.com,https://www.orissapost.com/mcap-of-five-of-top-10-most-valued-firms-jumps-rs1-99-lakh-cr-reliance-shines/,Mcap of five of top-10 most-valued firms jumps Rs1.99 lakh cr; Reliance shines,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114090000-T1631,20240114090000,punjabkesari.in,https://www.punjabkesari.in/business/news/market-capitalization-of-top-five-companies-of-increased-1928469,"सेंसेक्स की शीर्ष पांच कंपनियों का बाजार पूंजीकरण 1.99 लाख करोड़ रुपये बढ़ा, रिलायंस इंडस्ट्रीज को हुआ सबसे अधिक लाभ - market capitalization of top five companies of increased",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114091500-147,20240114091500,tribuneindia.com,https://www.tribuneindia.com/news/business/m-cap-of-five-of-top-10-most-valued-firms-jumps-rs-1-99-lakh-crore-reliance-shines-581169,M-cap of five of top-10 most-valued firms jumps Rs 1.99 lakh-crore; Reliance shines,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114094500-874,20240114094500,financialexpress.com,https://www.financialexpress.com/market/mcap-of-five-of-top-10-most-valued-firms-jumps-rs-1-99-lakh-crore-reliance-shines-3364170/,Mcap of five of top-10 most-valued firms jumps Rs 1.99 lakh cr; Reliance shines - Market News,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114100000-T309,20240114100000,bhaskar.com,https://www.bhaskar.com/business/news/weekly-market-cap-gainers-loser-analysis-reliance-tcs-infosys-132441962.html,"Reliance Market Cap Vs TCS, Infosys | Weekly Market Cap Gainers Loser Analysis | टॉप-10 कंपनियों में 5 का मार्केट-कैप ₹1.99 लाख करोड़ बढ़ा: HDFC सहीत 5 की वैल्यू ₹76,099 करोड़ गिरी, रिलायंस टॉप गेनर",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240114104500-266,20240114104500,yourstory.com,https://yourstory.com:443/2024/01/mcap-most-valued-firms-jump-reliance-tcs-lic,Mcap of five of top-10 most-valued firms jumps Rs 1.99 lakh Cr,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114110000-84,20240114110000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/mcap-of-five-of-top-10-most-valued-firms-jumps-rs-1-99-lakh-cr-reliance-shines-12048711.html,Mcap of five of top-10 most-valued firms jumps Rs 1.99 lakh cr; Reliance shines,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114111500-T550,20240114111500,livehindustan.com,https://www.livehindustan.com/business/story-reliance-vs-tata-in-market-capital-top-10-most-valued-firms-jumps-check-detail-9199722.html,"reliance vs tata in market capital top 10 most valued firms jumps check detail - Business News India - 5 दिन की रेस: टाटा से आगे अंबानी की कंपनी, HDFC बैंक को लगा झटका, Business News",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114113000-708,20240114113000,indiatimes.com,https://timesofindia.indiatimes.com/gadgets-news/azim-premji-once-rejected-narayana-murthys-job-application-at-wipro-heres-what-he-told-infosys-co-founder/articleshow/106833595.cms,Azim Premji once rejected Narayana Murthy's job application at Wipro: Here's what he told Infosys co-founder,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114114500-653,20240114114500,livemint.com,https://www.livemint.com/market/stock-market-news/mcap-five-of-top-10-firms-gain-rs-1-99-lakh-crore-reliance-industries-leads-list-11705212489805.html,"M-Cap: Five of top 10 firms gain ₹1.99 lakh crore, Reliance Industries leads list",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114124500-879,20240114124500,yourstory.com,https://social.yourstory.com:443/2024/01/mcap-most-valued-firms-jump-reliance-tcs-lic,Mcap of five of top-10 most-valued firms jumps Rs 1.99 lakh Cr,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114130000-641,20240114130000,newsindiatimes.com,https://www.newsindiatimes.com/dr-jawahar-shah-is-a-global-homeopath/,Dr. Jawahar Shah is a Global Homeopath | News India Times,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114160000-268,20240114160000,thehindubusinessline.com,https://www.thehindubusinessline.com/info-tech/tcs-infosys-wipro-workforce-shrinks-for-third-consecutive-quarter/article67740742.ece,"TCS, Infosys, Wipro workforce shrinks for third consecutive quarter",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240114161500-T776,20240114161500,lokmat.com,https://www.lokmat.com/business/stock-market/top-10-firms-market-value-reliance-earned-90000-crores-and-tcs-50000-crores-in-last-week-a-a732/,गुंतवणूकदार मालामाल; Reliance ने 90000 तर TCS ने केली 50000 कोटींची कमाई...,BROAD_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114183000-T703,20240114183000,moneycontrol.com,https://hindi.moneycontrol.com/news/india/jobs/it-sector-tcs-explains-why-fresher-salaries-have-remained-in-3-4-lakh-range-for-years-how-will-the-salary-be-doubled-1717881.html,IT Sector में फ्रेशर्स को कम सैलरी क्यों? TCS के CHRO ने बताया- वेतन दोगुना करने का फॉर्मूला,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240114190000-488,20240114190000,livemint.com,https://www.livemint.com/companies/people/no-one-can-be-stopped-from-leaving-for-better-incentives-tcs-boss-krithivasan-11705255559284.html,No one can be stopped from leaving for better incentives: TCS boss Krithivasan,OVERLAP,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114191500-451,20240114191500,yahoo.com,https://finance.yahoo.com/news/indias-tcs-diversify-other-markets-183535145.html,India's TCS to diversify to other markets amid US weakness,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240114193000-835,20240114193000,usnews.com,https://www.usnews.com/news/technology/articles/2024-01-14/indias-tcs-to-diversify-to-other-markets-amid-us-weakness,India's TCS to Diversify to Other Markets Amid US Weakness,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240114193000-T601,20240114193000,zonebourse.com,https://www.zonebourse.com/cours/action/TATA-CONSULTANCY-SERVICES-9743454/actualite/L-entreprise-indienne-TCS-se-diversifie-sur-d-autres-marches-en-raison-de-la-faiblesse-des-Etats-U-45737547/,L'entreprise indienne TCS se diversifie sur d'autres marchés en raison de la faiblesse des États-Unis,BROAD_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240114200000-479,20240114200000,marketscreener.com,https://www.marketscreener.com/quote/stock/TATA-CONSULTANCY-SERVICES-9743454/news/India-s-TCS-to-diversify-to-other-markets-amid-US-weakness-45737547/,India's TCS to diversify to other markets amid US weakness,BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240114230000-T1245,20240114230000,loksatta.com,https://www.loksatta.com/nagpur/a-case-is-being-registered-against-tcs-employees-and-they-are-accused-of-providing-copies-in-the-exam-amy-95-4158138/,"'टीसीएस' कर्मचाऱ्यांवर गुन्हा; परीक्षेत कॉपी पुरविल्याचा आरोप, खासगी कंपनीमार्फत पदभरतीवर प्रश्नचिन्ह | A case is being registered against TCS employees and they are accused of providing copies in the exam",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240114231500-509,20240114231500,thehindubusinessline.com,https://www.thehindubusinessline.com/info-tech/tcs-is-ready-with-10-ai-use-cases-for-internal-deployment-milind-lakkad/article67741040.ece,TCS is ready with 10 AI use cases for internal deployment: Milind Lakkad,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240115011500-657,20240115011500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/it-may-see-a-muted-q4-rebound-likely-in-fy25-experts/articleshow/106847130.cms,it sector muted growth: IT may see a muted Q4; rebound likely in FY25: Experts,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240115014500-119,20240115014500,indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-may-see-a-muted-q4-rebound-likely-in-fy25-experts/articleshow/106843002.cms,it sector muted growth: IT may see a muted Q4; rebound likely in FY25: experts,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240115014500-473,20240115014500,livemint.com,https://www.livemint.com/market/stock-market-news/retail-option-sellers-burn-fingers-as-tech-results-surprise-11705255196502.html,Retail option sellers burn fingers as tech results surprise,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240115020000-622,20240115020000,indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/upgrad-close-to-buying-us-edtech-udacity-kotak-cherry-senior-execs-to-join-angel-one/articleshow/106847367.cms,Upgrad-Udacity deal; Angel One snags Kotak Cherry top deck,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240115020000-484,20240115020000,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/tcs-headcount-down-on-productivity-push-not-ai/articleshow/106847180.cms,"'TCS headcount down on productivity push, not AI'",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240115020000-538,20240115020000,businesstoday.in,https://www.businesstoday.in/industry/it/story/tcs-plans-a-new-playbook-after-slowest-profit-growth-in-three-years-413212-2024-01-15,TCS plans a new playbook after slowest profit growth in three years,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240115020000-323,20240115020000,moneycontrol.com,https://www.moneycontrol.com/news/business/tcs-to-diversify-to-other-markets-amid-us-weakness-12051281.html,TCS to diversify to other markets amid US weakness,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240115030000-651,20240115030000,marketscreener.com,https://www.marketscreener.com/quote/index/NIFTY-50-9743680/news/INDIA-STOCKS-Indian-shares-set-to-open-higher-IT-stocks-in-focus-45737789/,INDIA STOCKS-Indian shares set to open higher; IT stocks in focus,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240115031500-337,20240115031500,indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/tcs-to-diversify-to-other-markets-amid-us-weakness/articleshow/106848026.cms,TCS: TCS to diversify to other markets amid US weakness,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240115031500-287,20240115031500,miragenews.com,https://www.miragenews.com/digital-sustainability-new-zealands-struggle-1155394/,Digital sustainability: New Zealand's struggle,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240115034500-833,20240115034500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/q3-results-today-jio-financial-angel-one-among-24-companies-to-announce-earnings/articleshow/106850221.cms,"Q3 results today: Jio Financial, Angel One among 24 companies to announce earnings",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240115040000-T77,20240115040000,arrobajuarez.com,https://arrobajuarez.com/2024/01/15/disminucion-de-plantilla-debido-a-enfoque-en-productividad-ceo-de-tcs/,Disminución de plantilla debido a enfoque en productividad: CEO de TCS,BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240115040000-T1258,20240115040000,moneycontrol.com,https://hindi.moneycontrol.com/news/business/tcs-planning-to-focus-more-on-markets-such-as-japan-latin-america-and-southern-europe-amid-weakness-in-north-america-1718101.html,नॉर्थ अमेरिका से लगा झटका तो TCS ने बदली स्ट्रैटेजी; अब इन बाजारों पर करेगी ज्यादा फोकस,OVERLAP,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240115044500-234,20240115044500,timesnownews.com,https://www.timesnownews.com/business-economy/companies/tcs-ceo-k-krithivasan-says-company-to-focus-on-japan-latin-america-know-why-article-106850424,"TCS CEO K Krithivasan Says Company To Focus On Japan, Latin America | Know Why",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
